tau,t,y,v
0.01,0.91,0.613734,-0.789513
0.01,0.92,0.605808,-0.795611
0.01,0.93,0.597822,-0.801629
0.01,0.94,0.589775,-0.807567
0.01,0.95,0.58167,-0.813425
0.01,0.96,0.573507,-0.819201
0.01,0.97,0.565286,-0.824895
0.01,0.98,0.557009,-0.830507
0.01,0.99,0.548676,-0.836035
0.01,1,0.540288,-0.84148
0.01,1.01,0.531847,-0.846841
0.01,1.02,0.523352,-0.852117
0.01,1.03,0.514804,-0.857308
0.01,1.04,0.506205,-0.862413
0.01,1.05,0.497556,-0.867432
0.01,1.06,0.488857,-0.872364
0.01,1.07,0.480109,-0.877209
0.01,1.08,0.471313,-0.881966
0.01,1.09,0.462469,-0.886635
0.01,1.1,0.45358,-0.891216
0.01,1.11,0.444645,-0.895707
0.01,1.12,0.435666,-0.900109
0.01,1.13,0.426643,-0.90442
0.01,1.14,0.417577,-0.908642
0.01,1.15,0.40847,-0.912772
0.01,1.16,0.399322,-0.916811
0.01,1.17,0.390134,-0.920758
0.01,1.18,0.380907,-0.924614
0.01,1.19,0.371642,-0.928376
0.01,1.2,0.362339,-0.932046
0.01,1.21,0.353001,-0.935623
0.01,1.22,0.343627,-0.939106
0.01,1.23,0.334218,-0.942496
0.01,1.24,0.324777,-0.945791
0.01,1.25,0.315303,-0.948991
0.01,1.26,0.305797,-0.952097
0.01,1.27,0.296261,-0.955107
0.01,1.28,0.286695,-0.958022
0.01,1.29,0.2771,-0.960841
0.01,1.3,0.267478,-0.963564
0.01,1.31,0.257829,-0.966191
0.01,1.32,0.248154,-0.968721
0.01,1.33,0.238455,-0.971154
0.01,1.34,0.228731,-0.97349
0.01,1.35,0.218985,-0.975728
0.01,1.36,0.209217,-0.97787
0.01,1.37,0.199427,-0.979913
0.01,1.38,0.189618,-0.981858
0.01,1.39,0.17979,-0.983705
0.01,1.4,0.169944,-0.985454
0.01,1.41,0.160081,-0.987104
0.01,1.42,0.150202,-0.988655
0.01,1.43,0.140308,-0.990108
0.01,1.44,0.1304,-0.991462
0.01,1.45,0.120479,-0.992716
0.01,1.46,0.110546,-0.993871
0.01,1.47,0.100601,-0.994927
0.01,1.48,0.0906471,-0.995883
0.01,1.49,0.0806837,-0.99674
0.01,1.5,0.0707123,-0.997497
0.01,1.51,0.0607338,-0.998154
0.01,1.52,0.0507492,-0.998712
0.01,1.53,0.0407595,-0.999169
0.01,1.54,0.0307658,-0.999527
0.01,1.55,0.020769,-0.999784
0.01,1.56,0.0107701,-0.999942
0.01,1.57,0.000770161,-1
0.01,1.58,-0.00922988,-0.999958
0.01,1.59,-0.019229,-0.999815
0.01,1.6,-0.0292262,-0.999573
0.01,1.61,-0.0392205,-0.999231
0.01,1.62,-0.0492108,-0.998789
0.01,1.63,-0.0591962,-0.998247
0.01,1.64,-0.0691757,-0.997605
0.01,1.65,-0.0791483,-0.996863
0.01,1.66,-0.089113,-0.996022
0.01,1.67,-0.0990688,-0.995081
0.01,1.68,-0.109015,-0.99404
0.01,1.69,-0.11895,-0.992901
0.01,1.7,-0.128873,-0.991661
0.01,1.71,-0.138783,-0.990323
0.01,1.72,-0.148679,-0.988886
0.01,1.73,-0.158561,-0.987349
0.01,1.74,-0.168426,-0.985715
0.01,1.75,-0.178275,-0.983981
0.01,1.76,-0.188106,-0.982149
0.01,1.77,-0.197918,-0.980219
0.01,1.78,-0.20771,-0.978191
0.01,1.79,-0.217482,-0.976065
0.01,1.8,-0.227231,-0.973841
0.01,1.81,-0.236958,-0.97152
0.01,1.82,-0.246662,-0.969102
0.01,1.83,-0.25634,-0.966587
0.01,1.84,-0.265993,-0.963975
0.01,1.85,-0.27562,-0.961267
0.01,1.86,-0.285219,-0.958463
0.01,1.87,-0.294789,-0.955563
0.01,1.88,-0.30433,-0.952567
0.01,1.89,-0.313841,-0.949476
0.01,1.9,-0.32332,-0.94629
0.01,1.91,-0.332766,-0.94301
0.01,1.92,-0.34218,-0.939635
0.01,1.93,-0.351559,-0.936166
0.01,1.94,-0.360903,-0.932604
0.01,1.95,-0.370211,-0.928948
0.01,1.96,-0.379482,-0.925199
0.01,1.97,-0.388715,-0.921358
0.01,1.98,-0.397909,-0.917425
0.01,1.99,-0.407064,-0.9134
0.01,2,-0.416177,-0.909284
0.01,2.01,-0.425249,-0.905077
0.01,2.02,-0.434279,-0.900779
0.01,2.03,-0.443265,-0.896391
0.01,2.04,-0.452207,-0.891914
0.01,2.05,-0.461103,-0.887347
0.01,2.06,-0.469954,-0.882691
0.01,2.07,-0.478757,-0.877948
0.01,2.08,-0.487512,-0.873116
0.01,2.09,-0.496219,-0.868198
0.01,2.1,-0.504876,-0.863192
0.01,2.11,-0.513483,-0.8581
0.01,2.12,-0.522038,-0.852922
0.01,2.13,-0.530542,-0.847659
0.01,2.14,-0.538992,-0.842311
0.01,2.15,-0.547388,-0.836879
0.01,2.16,-0.555729,-0.831364
0.01,2.17,-0.564015,-0.825765
0.01,2.18,-0.572245,-0.820083
0.01,2.19,-0.580417,-0.81432
0.01,2.2,-0.588531,-0.808475
0.01,2.21,-0.596586,-0.802549
0.01,2.22,-0.604582,-0.796543
0.01,2.23,-0.612517,-0.790458
0.01,2.24,-0.620391,-0.784293
0.01,2.25,-0.628203,-0.77805
0.01,2.26,-0.635952,-0.771729
0.01,2.27,-0.643638,-0.765331
0.01,2.28,-0.651259,-0.758856
0.01,2.29,-0.658815,-0.752306
0.01,2.3,-0.666305,-0.74568
0.01,2.31,-0.673728,-0.73898
0.01,2.32,-0.681084,-0.732205
0.01,2.33,-0.688372,-0.725358
0.01,2.34,-0.695592,-0.718438
0.01,2.35,-0.702741,-0.711446
0.01,2.36,-0.70982,-0.704383
0.01,2.37,-0.716829,-0.69725
0.01,2.38,-0.723765,-0.690046
0.01,2.39,-0.73063,-0.682774
0.01,2.4,-0.737421,-0.675434
0.01,2.41,-0.744138,-0.668026
0.01,2.42,-0.750781,-0.660551
0.01,2.43,-0.757349,-0.65301
0.01,2.44,-0.763842,-0.645404
0.01,2.45,-0.770258,-0.637733
0.01,2.46,-0.776596,-0.629999
0.01,2.47,-0.782858,-0.622202
0.01,2.48,-0.78904,-0.614342
0.01,2.49,-0.795144,-0.606421
0.01,2.5,-0.801169,-0.598439
0.01,2.51,-0.807113,-0.590397
0.01,2.52,-0.812977,-0.582297
0.01,2.53,-0.818759,-0.574138
0.01,2.54,-0.82446,-0.565922
0.01,2.55,-0.830077,-0.557649
0.01,2.56,-0.835612,-0.54932
0.01,2.57,-0.841064,-0.540936
0.01,2.58,-0.846431,-0.532499
0.01,2.59,-0.851714,-0.524008
0.01,2.6,-0.856911,-0.515464
0.01,2.61,-0.862023,-0.50687
0.01,2.62,-0.867049,-0.498224
0.01,2.63,-0.871988,-0.489529
0.01,2.64,-0.876839,-0.480784
0.01,2.65,-0.881603,-0.471992
0.01,2.66,-0.886279,-0.463152
0.01,2.67,-0.890866,-0.454266
0.01,2.68,-0.895364,-0.445335
0.01,2.69,-0.899773,-0.436359
0.01,2.7,-0.904092,-0.427339
0.01,2.71,-0.90832,-0.418277
0.01,2.72,-0.912457,-0.409173
0.01,2.73,-0.916503,-0.400028
0.01,2.74,-0.920458,-0.390843
0.01,2.75,-0.92432,-0.381619
0.01,2.76,-0.92809,-0.372356
0.01,2.77,-0.931767,-0.363057
0.01,2.78,-0.935351,-0.353721
0.01,2.79,-0.938842,-0.34435
0.01,2.8,-0.942238,-0.334944
0.01,2.81,-0.945541,-0.325505
0.01,2.82,-0.948748,-0.316033
0.01,2.83,-0.951861,-0.30653
0.01,2.84,-0.954879,-0.296996
0.01,2.85,-0.957801,-0.287433
0.01,2.86,-0.960628,-0.27784
0.01,2.87,-0.963358,-0.26822
0.01,2.88,-0.965992,-0.258573
0.01,2.89,-0.96853,-0.2489
0.01,2.9,-0.97097,-0.239202
0.01,2.91,-0.973314,-0.229481
0.01,2.92,-0.97556,-0.219736
0.01,2.93,-0.977708,-0.20997
0.01,2.94,-0.979759,-0.200182
0.01,2.95,-0.981712,-0.190374
0.01,2.96,-0.983567,-0.180548
0.01,2.97,-0.985323,-0.170703
0.01,2.98,-0.986981,-0.160841
0.01,2.99,-0.98854,-0.150964
0.01,3,-0.99,-0.141071
0.01,3.01,-0.991361,-0.131164
0.01,3.02,-0.992623,-0.121243
0.01,3.03,-0.993786,-0.111311
0.01,3.04,-0.994849,-0.101368
0.01,3.05,-0.995813,-0.0914141
0.01,3.06,-0.996678,-0.0814514
0.01,3.07,-0.997442,-0.0714805
0.01,3.08,-0.998107,-0.0615025
0.01,3.09,-0.998672,-0.0515184
0.01,3.1,-0.999138,-0.0415291
0.01,3.11,-0.999503,-0.0315356
0.01,3.12,-0.999768,-0.021539
0.01,3.13,-0.999934,-0.0115402
0.01,3.14,-0.999999,-0.00154032
0.01,3.15,-0.999965,0.00845975
0.01,3.16,-0.99983,0.018459
0.01,3.17,-0.999595,0.0284563
0.01,3.18,-0.999261,0.0384509
0.01,3.19,-0.998826,0.0484416
0.01,3.2,-0.998292,0.0584274
0.01,3.21,-0.997658,0.0684074
0.01,3.22,-0.996924,0.0783806
0.01,3.23,-0.99609,0.0883459
0.01,3.24,-0.995157,0.0983024
0.01,3.25,-0.994124,0.108249
0.01,3.26,-0.992992,0.118185
0.01,3.27,-0.991761,0.128109
0.01,3.28,-0.99043,0.13802
0.01,3.29,-0.989,0.147917
0.01,3.3,-0.987471,0.1578
0.01,3.31,-0.985844,0.167667
0.01,3.32,-0.984118,0.177517
0.01,3.33,-0.982294,0.187349
0.01,3.34,-0.980371,0.197163
0.01,3.35,-0.978351,0.206957
0.01,3.36,-0.976232,0.21673
0.01,3.37,-0.974016,0.226481
0.01,3.38,-0.971702,0.23621
0.01,3.39,-0.969292,0.245915
0.01,3.4,-0.966784,0.255596
0.01,3.41,-0.96418,0.265251
0.01,3.42,-0.961479,0.27488
0.01,3.43,-0.958682,0.284481
0.01,3.44,-0.955789,0.294053
0.01,3.45,-0.952801,0.303596
0.01,3.46,-0.949718,0.313109
0.01,3.47,-0.946539,0.322591
0.01,3.48,-0.943266,0.33204
0.01,3.49,-0.939898,0.341456
0.01,3.5,-0.936437,0.350838
0.01,3.51,-0.932881,0.360185
0.01,3.52,-0.929233,0.369496
0.01,3.53,-0.925492,0.378769
0.01,3.54,-0.921658,0.388005
0.01,3.55,-0.917731,0.397203
0.01,3.56,-0.913714,0.40636
0.01,3.57,-0.909604,0.415477
0.01,3.58,-0.905404,0.424552
0.01,3.59,-0.901113,0.433585
0.01,3.6,-0.896732,0.442574
0.01,3.61,-0.892262,0.45152
0.01,3.62,-0.887702,0.46042
0.01,3.63,-0.883053,0.469274
0.01,3.64,-0.878316,0.478081
0.01,3.65,-0.873492,0.48684
0.01,3.66,-0.86858,0.495551
0.01,3.67,-0.863581,0.504212
0.01,3.68,-0.858495,0.512822
0.01,3.69,-0.853324,0.521382
0.01,3.7,-0.848068,0.529889
0.01,3.71,-0.842726,0.538343
0.01,3.72,-0.837301,0.546743
0.01,3.73,-0.831792,0.555089
0.01,3.74,-0.826199,0.563379
0.01,3.75,-0.820524,0.571613
0.01,3.76,-0.814767,0.57979
0.01,3.77,-0.808928,0.587908
0.01,3.78,-0.803009,0.595968
0.01,3.79,-0.797009,0.603968
0.01,3.8,-0.790929,0.611908
0.01,3.81,-0.784771,0.619787
0.01,3.82,-0.778534,0.627604
0.01,3.83,-0.772219,0.635358
0.01,3.84,-0.765826,0.643048
0.01,3.85,-0.759358,0.650674
0.01,3.86,-0.752813,0.658235
0.01,3.87,-0.746193,0.66573
0.01,3.88,-0.739498,0.673159
0.01,3.89,-0.73273,0.68052
0.01,3.9,-0.725888,0.687814
0.01,3.91,-0.718974,0.695038
0.01,3.92,-0.711987,0.702193
0.01,3.93,-0.70493,0.709278
0.01,3.94,-0.697802,0.716292
0.01,3.95,-0.690604,0.723234
0.01,3.96,-0.683337,0.730104
0.01,3.97,-0.676002,0.736901
0.01,3.98,-0.668599,0.743624
0.01,3.99,-0.661129,0.750273
0.01,4,-0.653593,0.756846
0.01,4.01,-0.645992,0.763345
0.01,4.02,-0.638327,0.769766
0.01,4.03,-0.630597,0.776111
0.01,4.04,-0.622804,0.782378
0.01,4.05,-0.614949,0.788567
0.01,4.06,-0.607033,0.794677
0.01,4.07,-0.599056,0.800708
0.01,4.08,-0.591019,0.806658
0.01,4.09,-0.582923,0.812528
0.01,4.1,-0.574768,0.818317
0.01,4.11,-0.566556,0.824024
0.01,4.12,-0.558288,0.829648
0.01,4.13,-0.549963,0.835189
0.01,4.14,-0.541584,0.840647
0.01,4.15,-0.533151,0.846021
0.01,4.16,-0.524664,0.85131
0.01,4.17,-0.516124,0.856514
0.01,4.18,-0.507533,0.861633
0.01,4.19,-0.498892,0.866665
0.01,4.2,-0.4902,0.871611
0.01,4.21,-0.481459,0.876469
0.01,4.22,-0.472671,0.88124
0.01,4.23,-0.463835,0.885922
0.01,4.24,-0.454952,0.890516
0.01,4.25,-0.446024,0.895021
0.01,4.26,-0.437052,0.899437
0.01,4.27,-0.428036,0.903762
0.01,4.28,-0.418977,0.907998
0.01,4.29,-0.409876,0.912142
0.01,4.3,-0.400734,0.916195
0.01,4.31,-0.391552,0.920157
0.01,4.32,-0.382331,0.924026
0.01,4.33,-0.373071,0.927803
0.01,4.34,-0.363775,0.931488
0.01,4.35,-0.354441,0.935079
0.01,4.36,-0.345073,0.938576
0.01,4.37,-0.33567,0.94198
0.01,4.38,-0.326233,0.94529
0.01,4.39,-0.316764,0.948505
0.01,4.4,-0.307263,0.951625
0.01,4.41,-0.297732,0.95465
0.01,4.42,-0.28817,0.95758
0.01,4.43,-0.27858,0.960414
0.01,4.44,-0.268962,0.963151
0.01,4.45,-0.259317,0.965793
0.01,4.46,-0.249646,0.968338
0.01,4.47,-0.23995,0.970786
0.01,4.48,-0.23023,0.973137
0.01,4.49,-0.220488,0.97539
0.01,4.5,-0.210723,0.977546
0.01,4.51,-0.200937,0.979605
0.01,4.52,-0.191131,0.981565
0.01,4.53,-0.181305,0.983427
0.01,4.54,-0.171462,0.985191
0.01,4.55,-0.161601,0.986857
0.01,4.56,-0.151725,0.988423
0.01,4.57,-0.141833,0.989891
0.01,4.58,-0.131927,0.99126
0.01,4.59,-0.122008,0.99253
0.01,4.6,-0.112076,0.9937
0.01,4.61,-0.102134,0.994771
0.01,4.62,-0.092181,0.995743
0.01,4.63,-0.0822189,0.996615
0.01,4.64,-0.0722487,0.997387
0.01,4.65,-0.0622712,0.99806
0.01,4.66,-0.0522875,0.998633
0.01,4.67,-0.0422986,0.999106
0.01,4.68,-0.0323054,0.999479
0.01,4.69,-0.022309,0.999752
0.01,4.7,-0.0123103,0.999925
0.01,4.71,-0.00231048,0.999998
0.01,4.72,0.00768961,0.999971
0.01,4.73,0.0176889,0.999844
0.01,4.74,0.0276865,0.999617
0.01,4.75,0.0376813,0.99929
0.01,4.76,0.0476723,0.998864
0.01,4.77,0.0576586,0.998337
0.01,4.78,0.067639,0.99771
0.01,4.79,0.0776128,0.996984
0.01,4.8,0.0875787,0.996158
0.01,4.81,0.0975359,0.995233
0.01,4.82,0.107483,0.994207
0.01,4.83,0.11742,0.993083
0.01,4.84,0.127345,0.991859
0.01,4.85,0.137257,0.990536
0.01,4.86,0.147156,0.989114
0.01,4.87,0.15704,0.987593
0.01,4.88,0.166908,0.985973
0.01,4.89,0.176759,0.984255
0.01,4.9,0.186593,0.982438
0.01,4.91,0.196408,0.980523
0.01,4.92,0.206203,0.97851
0.01,4.93,0.215978,0.976399
0.01,4.94,0.225731,0.97419
0.01,4.95,0.235462,0.971884
0.01,4.96,0.245169,0.969481
0.01,4.97,0.254851,0.966981
0.01,4.98,0.264508,0.964384
0.01,4.99,0.274139,0.961691
0.01,5,0.283742,0.958901
0.01,5.01,0.293317,0.956016
0.01,5.02,0.302863,0.953035
0.01,5.03,0.312378,0.949959
0.01,5.04,0.321862,0.946787
0.01,5.05,0.331314,0.943521
0.01,5.06,0.340732,0.940161
0.01,5.07,0.350117,0.936707
0.01,5.08,0.359466,0.933159
0.01,5.09,0.36878,0.929517
0.01,5.1,0.378057,0.925783
0.01,5.11,0.387296,0.921956
0.01,5.12,0.396496,0.918037
0.01,5.13,0.405656,0.914026
0.01,5.14,0.414776,0.909924
0.01,5.15,0.423855,0.905731
0.01,5.16,0.432891,0.901447
0.01,5.17,0.441884,0.897073
0.01,5.18,0.450832,0.892609
0.01,5.19,0.459736,0.888056
0.01,5.2,0.468594,0.883415
0.01,5.21,0.477404,0.878685
0.01,5.22,0.486167,0.873867
0.01,5.23,0.494882,0.868961
0.01,5.24,0.503546,0.863969
0.01,5.25,0.512161,0.85889
0.01,5.26,0.520724,0.853726
0.01,5.27,0.529235,0.848476
0.01,5.28,0.537694,0.843141
0.01,5.29,0.546098,0.837722
0.01,5.3,0.554448,0.832219
0.01,5.31,0.562743,0.826633
0.01,5.32,0.570981,0.820964
0.01,5.33,0.579162,0.815213
0.01,5.34,0.587285,0.809381
0.01,5.35,0.59535,0.803468
0.01,5.36,0.603354,0.797474
0.01,5.37,0.611299,0.791401
0.01,5.38,0.619183,0.785248
0.01,5.39,0.627004,0.779017
0.01,5.4,0.634763,0.772708
0.01,5.41,0.642458,0.766322
0.01,5.42,0.650089,0.759859
0.01,5.43,0.657655,0.75332
0.01,5.44,0.665156,0.746706
0.01,5.45,0.672589,0.740017
0.01,5.46,0.679956,0.733254
0.01,5.47,0.687255,0.726418
0.01,5.48,0.694484,0.719509
0.01,5.49,0.701645,0.712528
0.01,5.5,0.708735,0.705476
0.01,5.51,0.715754,0.698353
0.01,5.52,0.722702,0.691161
0.01,5.53,0.729577,0.683899
0.01,5.54,0.73638,0.676569
0.01,5.55,0.743109,0.669172
0.01,5.56,0.749763,0.661707
0.01,5.57,0.756343,0.654176
0.01,5.58,0.762847,0.64658
0.01,5.59,0.769275,0.638919
0.01,5.6,0.775625,0.631195
0.01,5.61,0.781899,0.623407
0.01,5.62,0.788093,0.615557
0.01,5.63,0.79421,0.607645
0.01,5.64,0.800246,0.599673
0.01,5.65,0.806203,0.59164
0.01,5.66,0.812079,0.583548
0.01,5.67,0.817874,0.575399
0.01,5.68,0.823587,0.567191
0.01,5.69,0.829218,0.558927
0.01,5.7,0.834766,0.550607
0.01,5.71,0.84023,0.542231
0.01,5.72,0.84561,0.533802
0.01,5.73,0.850906,0.525319
0.01,5.74,0.856117,0.516784
0.01,5.75,0.861242,0.508197
0.01,5.76,0.866281,0.499559
0.01,5.77,0.871233,0.490871
0.01,5.78,0.876098,0.482134
0.01,5.79,0.880876,0.473349
0.01,5.8,0.885565,0.464517
0.01,5.81,0.890166,0.455638
0.01,5.82,0.894678,0.446714
0.01,5.83,0.8991,0.437744
0.01,5.84,0.903433,0.428732
0.01,5.85,0.907675,0.419676
0.01,5.86,0.911826,0.410578
0.01,5.87,0.915886,0.401439
0.01,5.88,0.919855,0.39226
0.01,5.89,0.923732,0.383042
0.01,5.9,0.927516,0.373786
0.01,5.91,0.931207,0.364492
0.01,5.92,0.934806,0.355162
0.01,5.93,0.938311,0.345796
0.01,5.94,0.941722,0.336395
0.01,5.95,0.945038,0.326961
0.01,5.96,0.948261,0.317495
0.01,5.97,0.951388,0.307996
0.01,5.98,0.954421,0.298467
0.01,5.99,0.957358,0.288908
0.01,6,0.960199,0.27932
0.01,6.01,0.962944,0.269704
0.01,6.02,0.965593,0.260061
0.01,6.03,0.968145,0.250392
0.01,6.04,0.970601,0.240698
0.01,6.05,0.972959,0.23098
0.01,6.06,0.97522,0.221239
0.01,6.07,0.977384,0.211475
0.01,6.08,0.97945,0.201691
0.01,6.09,0.981418,0.191886
0.01,6.1,0.983288,0.182063
0.01,6.11,0.985059,0.172221
0.01,6.12,0.986732,0.162361
0.01,6.13,0.988306,0.152486
0.01,6.14,0.989782,0.142595
0.01,6.15,0.991158,0.13269
0.01,6.16,0.992436,0.122772
0.01,6.17,0.993614,0.112842
0.01,6.18,0.994692,0.1029
0.01,6.19,0.995672,0.0929479
0.01,6.2,0.996551,0.0829865
0.01,6.21,0.997331,0.0730168
0.01,6.22,0.998012,0.0630399
0.01,6.23,0.998592,0.0530566
0.01,6.24,0.999073,0.043068
0.01,6.25,0.999454,0.0330751
0.01,6.26,0.999734,0.0230789
0.01,6.27,0.999915,0.0130804
0.01,6.28,0.999996,0.00308064
0.01,6.29,0.999977,-0.00691947
0.01,6.3,0.999858,-0.0169189
0.01,6.31,0.999638,-0.0269166
0.01,6.32,0.999319,-0.0369117
0.01,6.33,0.9989,-0.046903
0.01,6.34,0.998381,-0.0568897
0.01,6.35,0.997762,-0.0668706
0.01,6.36,0.997044,-0.0768449
0.01,6.37,0.996226,-0.0868115
0.01,6.38,0.995308,-0.0967694
0.01,6.39,0.99429,-0.106718
0.01,6.4,0.993173,-0.116655
0.01,6.41,0.991957,-0.126581
0.01,6.42,0.990642,-0.136494
0.01,6.43,0.989227,-0.146394
0.01,6.44,0.987714,-0.156279
0.01,6.45,0.986102,-0.166148
0.01,6.46,0.984391,-0.176001
0.01,6.47,0.982582,-0.185836
0.01,6.48,0.980674,-0.195653
0.01,6.49,0.978669,-0.20545
0.01,6.5,0.976565,-0.215226
0.01,6.51,0.974364,-0.224981
0.01,6.52,0.972065,-0.234713
0.01,6.53,0.96967,-0.244422
0.01,6.54,0.967177,-0.254107
0.01,6.55,0.964588,-0.263766
0.01,6.56,0.961902,-0.273398
0.01,6.57,0.95912,-0.283004
0.01,6.58,0.956242,-0.292581
0.01,6.59,0.953268,-0.302129
0.01,6.6,0.950199,-0.311646
0.01,6.61,0.947035,-0.321133
0.01,6.62,0.943776,-0.330587
0.01,6.63,0.940423,-0.340008
0.01,6.64,0.936976,-0.349395
0.01,6.65,0.933435,-0.358748
0.01,6.66,0.929801,-0.368064
0.01,6.67,0.926074,-0.377344
0.01,6.68,0.922254,-0.386586
0.01,6.69,0.918343,-0.395789
0.01,6.7,0.914339,-0.404952
0.01,6.71,0.910243,-0.414075
0.01,6.72,0.906057,-0.423157
0.01,6.73,0.90178,-0.432197
0.01,6.74,0.897413,-0.441193
0.01,6.75,0.892956,-0.450145
0.01,6.76,0.88841,-0.459052
0.01,6.77,0.883775,-0.467913
0.01,6.78,0.879052,-0.476727
0.01,6.79,0.874241,-0.485494
0.01,6.8,0.869342,-0.494212
0.01,6.81,0.864357,-0.502881
0.01,6.82,0.859285,-0.511499
0.01,6.83,0.854127,-0.520067
0.01,6.84,0.848883,-0.528582
0.01,6.85,0.843555,-0.537044
0.01,6.86,0.838142,-0.545453
0.01,6.87,0.832646,-0.553807
0.01,6.88,0.827066,-0.562106
0.01,6.89,0.821404,-0.570349
0.01,6.9,0.815659,-0.578534
0.01,6.91,0.809833,-0.586662
0.01,6.92,0.803926,-0.594731
0.01,6.93,0.797939,-0.60274
0.01,6.94,0.791871,-0.61069
0.01,6.95,0.785725,-0.618578
0.01,6.96,0.7795,-0.626404
0.01,6.97,0.773197,-0.634168
0.01,6.98,0.766816,-0.641868
0.01,6.99,0.760359,-0.649504
0.01,7,0.753826,-0.657075
0.01,7.01,0.747218,-0.664581
0.01,7.02,0.740535,-0.672019
0.01,7.03,0.733777,-0.679391
0.01,7.04,0.726947,-0.686695
0.01,7.05,0.720044,-0.69393
0.01,7.06,0.713068,-0.701096
0.01,7.07,0.706022,-0.708192
0.01,7.08,0.698904,-0.715216
0.01,7.09,0.691717,-0.72217
0.01,7.1,0.684461,-0.729051
0.01,7.11,0.677136,-0.735859
0.01,7.12,0.669744,-0.742593
0.01,7.13,0.662284,-0.749254
0.01,7.14,0.654759,-0.755839
0.01,7.15,0.647168,-0.762349
0.01,7.16,0.639512,-0.768782
0.01,7.17,0.631792,-0.775139
0.01,7.18,0.624009,-0.781418
0.01,7.19,0.616164,-0.787619
0.01,7.2,0.608257,-0.793742
0.01,7.21,0.600289,-0.799784
0.01,7.22,0.592261,-0.805747
0.01,7.23,0.584174,-0.81163
0.01,7.24,0.576028,-0.817431
0.01,7.25,0.567825,-0.82315
0.01,7.26,0.559565,-0.828787
0.01,7.27,0.551249,-0.834342
0.01,7.28,0.542879,-0.839812
0.01,7.29,0.534453,-0.845199
0.01,7.3,0.525975,-0.850501
0.01,7.31,0.517443,-0.855719
0.01,7.32,0.50886,-0.86085
